City,Country,Quality of Life Index,Purchasing Power Index,Safety Index,Healthcare Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,Pollution Index,Climate Index,Year,Continent,Latitude,Longitude
Nairobi,Kenya,74.39,25.44,39.32,56.62,38.51,25.2,57.67,80.2,99.79,2021,Africa,-1.2832533,36.8172449
Delhi,India,74.05,41.99,40.82,67.23,28.03,17.79,57.18,90.74,58.9,2021,Asia,28.6517178,77.2219388
Rio de Janeiro,Brazil,69.67,23.67,22.48,43.78,33.45,23.61,52.07,67.47,88.22,2021,Latin America,-22.9110137,-43.2093727
Jakarta,Indonesia,65.68,23.94,46.39,56.73,43.38,23.92,53.03,84.39,63.76,2021,Asia,-6.1753942,106.827183
Dhaka,Bangladesh,54.06,23.06,35.06,40.75,34.95,17.68,59.47,92.77,71.29,2021,Asia,23.7861979,90.4026151
Lagos,Nigeria,49.48,9.82,35.18,46.63,35.7,15.25,66.74,88.13,60.75,2021,Africa,6.4550575,3.3941795
Tehran,Iran,43.18,15.54,46.1,52.53,39.97,45.95,52.9,81.54,70.99,2021,Asia,35.6892523,51.3896004
Manila,Philippines,41.43,18.0,35.61,62.6,43.58,37.15,55.12,89.94,61.23,2021,Asia,14.5948914,120.9782618
Canberra,Australia,213.79,117.59,80.68,81.95,75.16,5.08,23.7,14.23,82.72,2020,Oceania,-35.2975906,149.1012676
Raleigh,United States,210.54,145.3,68.11,75.66,69.8,2.73,32.41,20.9,83.88,2020,North America,35.7803977,-78.6390989
Adelaide,Australia,210.18,116.12,71.31,80.19,68.4,4.05,23.58,19.46,94.96,2020,Oceania,-34.9281805,138.5999312
Wellington,New Zealand,205.06,106.71,71.39,74.84,70.47,6.06,27.68,13.3,97.68,2020,Oceania,-41.2887953,174.7772114
Columbus,United States,200.44,142.17,58.21,73.46,70.5,1.89,25.98,25.13,71.29,2020,North America,39.9622601,-83.0007065
Madison,United States,200.18,124.31,70.27,78.83,64.67,3.35,23.73,17.61,51.64,2020,North America,43.074761,-89.3837613
Zurich,Switzerland,199.15,126.9,83.17,73.52,128.29,8.23,34.36,17.29,81.48,2020,Europe,47.3744489,8.5410422
Brisbane,Australia,198.88,119.03,66.22,82.1,72.8,5.49,40.64,21.43,98.07,2020,Oceania,-27.4689682,153.0234991
Charlotte,United States,197.91,144.29,56.89,74.47,72.4,2.46,36.38,27.24,84.05,2020,North America,35.2272086,-80.8430827
Austin,United States,194.86,145.76,64.46,70.4,67.79,3.58,34.37,35.47,82.08,2020,North America,30.2711286,-97.7436995
Eindhoven,Netherlands,194.78,102.23,74.91,72.13,73.79,5.79,25.76,22.24,85.38,2020,Europe,51.4392648,5.478633
San Diego,United States,191.83,130.19,63.72,70.69,74.22,5.22,33.63,34.94,97.08,2020,North America,32.7174202,-117.1627728
Ottawa,Canada,189.58,119.69,75.48,74.92,68.64,4.64,32.2,19.83,44.46,2020,North America,45.4211435,-75.6900574
The Hague (Den Haag),Netherlands,189.39,93.31,74.86,75.86,72.37,6.32,32.97,23.8,90.61,2020,Europe,52.0799838,4.3113461
Victoria,Canada,189.24,89.41,68.05,69.93,71.67,7.65,29.25,14.88,92.52,2020,North America,48.4283182,-123.3649533
Copenhagen,Denmark,187.68,90.7,76.48,78.33,86.23,9.29,28.65,20.78,83.74,2020,Europe,55.6867243,12.5700724
Kansas City,United States,187.36,134.63,40.84,78.94,69.17,1.86,26.18,32.48,75.08,2020,North America,39.100105,-94.5781416
Dallas,United States,186.28,155.3,50.64,65.72,68.03,2.24,34.22,42.87,81.85,2020,North America,32.7762719,-96.7968559
Seattle,United States,186.0,133.43,53.5,73.79,85.77,5.62,42.17,28.41,91.73,2020,North America,47.6038321,-122.3300624
Tampa,United States,184.79,126.19,50.46,67.91,67.1,2.81,35.84,28.3,84.67,2020,North America,27.9477595,-82.458444
Vienna,Austria,184.49,83.16,76.99,78.78,65.64,13.9,26.55,18.44,81.77,2020,Europe,48.2083537,16.3725042
Luxembourg,Luxembourg,184.36,106.31,70.88,73.73,83.71,11.34,33.66,21.15,82.62,2020,Europe,49.6112768,6.129799
Reykjavik,Iceland,184.14,81.07,77.96,67.0,100.85,6.58,20.34,15.26,68.81,2020,Europe,64.145981,-21.9422367
Edinburgh,United Kingdom,184.11,89.95,69.47,80.68,69.94,8.86,27.17,26.16,84.01,2020,Europe,55.9533456,-3.1883749
Helsinki,Finland,184.06,93.13,77.8,77.11,72.36,12.08,32.23,12.65,62.79,2020,Europe,60.1674881,24.9427473
Perth,Australia,183.8,101.51,57.04,77.57,73.92,6.89,36.92,23.27,95.71,2020,Oceania,-31.9558964,115.8605801
Calgary,Canada,181.89,124.35,67.76,77.17,70.66,4.72,30.59,24.81,33.09,2020,North America,51.0460954,-114.065465
Jacksonville,United States,181.76,120.9,43.25,74.38,74.57,2.03,33.94,31.18,87.81,2020,North America,30.3321838,-81.655651
Portland,United States,181.59,112.82,52.11,72.88,78.63,4.33,33.38,29.57,89.56,2020,North America,45.5202471,-122.6741949
San Jose,United States,180.7,143.48,57.53,70.49,78.64,6.59,38.14,47.94,95.53,2020,North America,37.3361905,-121.890583
Cincinnati,United States,180.59,131.81,50.76,68.63,61.64,2.22,24.89,42.82,73.24,2020,North America,39.1014537,-84.5124602
Dusseldorf,Germany,179.5,99.57,69.1,74.69,66.98,10.98,29.83,31.43,86.37,2020,Europe,51.2254018,6.7763137
Munich,Germany,178.99,95.97,82.61,78.09,72.19,16.9,33.54,24.55,75.98,2020,Europe,48.1371079,11.5753822
Geneva,Switzerland,178.95,111.16,71.47,67.89,118.98,10.5,25.97,30.83,82.61,2020,Europe,46.2017559,6.1466014
Belfast,United Kingdom,178.32,92.87,59.4,71.22,61.85,4.63,37.91,26.29,90.84,2020,Europe,54.596391,-5.9301829
San Antonio,United States,177.89,116.4,53.41,72.4,65.78,2.31,31.55,39.81,80.58,2020,North America,29.4246002,-98.4951405
Minneapolis,United States,177.45,127.18,50.96,79.01,76.7,2.95,36.72,27.01,49.46,2020,North America,44.9772995,-93.2654692
Melbourne,Australia,177.3,104.73,56.08,75.11,72.4,9.72,40.16,25.6,94.3,2020,Oceania,-37.8142176,144.9631608
Valencia,Spain,176.93,76.62,74.86,82.6,51.95,7.48,27.24,43.75,93.84,2020,Europe,39.4697065,-0.3763353
Pittsburgh,United States,176.92,123.08,63.53,72.38,73.61,1.99,38.31,42.85,72.13,2020,North America,40.4416941,-79.9900861
Reno,United States,176.51,116.1,55.35,62.24,73.85,3.49,24.89,29.9,62.28,2020,North America,39.5261206,-119.8126581
Sydney,Australia,176.28,97.02,66.1,77.28,79.08,11.44,42.71,27.22,97.07,2020,Oceania,-33.8698439,151.2082848
Sacramento,United States,174.97,115.4,50.21,68.0,77.0,3.72,26.64,43.44,90.64,2020,North America,38.5810606,-121.493895
Boston,United States,174.91,112.39,64.37,75.3,82.88,7.81,44.86,26.61,71.73,2020,North America,42.3602534,-71.0582912
Rotterdam,Netherlands,174.82,91.72,64.5,76.81,69.68,6.76,28.36,39.33,87.89,2020,Europe,51.9244424,4.47775
Nashville,United States,174.31,122.67,53.26,64.26,73.19,2.99,38.14,38.08,83.02,2020,North America,36.1622767,-86.7742984
Hamburg,Germany,174.15,102.73,56.02,75.61,71.24,9.77,32.48,29.46,82.75,2020,Europe,53.550341,10.000654
Saint Louis,United States,174.12,126.33,30.84,80.95,70.78,1.89,26.95,40.03,74.75,2020,North America,38.6264256,-90.1995853
Frankfurt,Germany,174.0,104.48,59.78,73.71,69.78,10.15,25.11,38.58,84.72,2020,Europe,50.1106444,8.6820917
Tallinn,Estonia,173.94,71.09,77.74,71.34,52.53,9.34,26.57,23.17,64.28,2020,Europe,59.4372155,24.7453688
Gothenburg,Sweden,173.74,88.86,54.8,68.77,71.18,10.58,24.2,19.12,77.49,2020,Europe,57.7072326,11.9670171
Cambridge,United Kingdom,173.66,78.11,77.89,73.79,72.24,12.96,28.87,32.83,91.37,2020,Europe,52.2055314,0.1186637
Tucson,United States,173.18,105.2,50.09,59.75,72.12,2.81,29.5,25.95,72.66,2020,North America,32.2228765,-110.9748477
Cork,Ireland,172.94,80.68,68.05,57.24,76.86,5.88,34.3,23.2,89.78,2020,Europe,51.897077,-8.4654674
Glasgow,United Kingdom,172.45,96.55,56.52,81.02,65.85,7.65,34.41,35.48,84.78,2020,Europe,55.8609825,-4.2488787
Vancouver,Canada,171.69,88.95,63.71,74.9,73.91,14.34,37.1,23.71,91.15,2020,North America,49.2608724,-123.113952
Denver,United States,171.42,130.33,59.11,70.1,73.3,4.21,36.75,40.73,56.28,2020,North America,39.7392364,-104.9848623
Stuttgart,Germany,170.71,103.84,73.54,70.6,67.71,10.11,35.54,42.31,81.07,2020,Europe,48.7784485,9.1800132
Atlanta,United States,170.58,140.47,37.8,65.86,73.89,2.87,42.36,43.98,89.73,2020,North America,33.7489924,-84.3902644
Edmonton,Canada,169.63,108.08,57.96,78.28,69.55,3.92,29.31,28.6,32.11,2020,North America,53.535411,-113.507996
Leeds,United Kingdom,169.51,102.24,57.03,82.2,64.83,6.46,32.61,47.6,84.59,2020,Europe,53.7974185,-1.5437941
Washington,United States,168.66,130.25,43.72,70.23,87.74,4.42,41.97,39.62,81.62,2020,North America,38.8950368,-77.0365427
Muscat,Oman,168.47,82.7,77.81,58.77,51.07,8.62,21.04,37.77,67.22,2020,Asia,23.61515,58.5912467
Anchorage,United States,167.96,118.44,38.88,60.62,91.36,2.53,27.64,17.23,41.61,2020,North America,61.2163129,-149.894852
Orlando,United States,167.92,102.08,47.84,63.52,65.7,3.2,37.06,34.53,87.23,2020,North America,28.5421109,-81.3790304
Ljubljana,Slovenia,167.88,63.88,78.76,65.78,54.79,13.32,28.03,23.88,76.11,2020,Europe,46.0500268,14.5069289
Oakland,United States,167.76,113.6,35.33,78.75,86.51,6.39,37.96,37.44,96.4,2020,North America,37.8044557,-122.2713563
Amsterdam,Netherlands,167.69,84.42,66.9,68.9,78.93,12.06,30.07,31.88,87.45,2020,Europe,52.3727598,4.8936041
Salt Lake City,United States,167.38,129.35,69.18,70.14,64.76,4.06,33.93,62.5,66.52,2020,North America,40.7596198,-111.8867975
Abu Dhabi,United Arab Emirates,167.25,93.34,88.67,70.47,62.75,6.03,26.39,47.61,43.89,2020,Asia,24.4538352,54.3774014
Bristol,United Kingdom,167.11,91.03,63.1,73.54,73.17,8.81,28.54,44.05,88.51,2020,Europe,51.47091115,-2.579033402570841
San Francisco,United States,166.86,135.9,47.21,66.88,91.51,7.78,49.72,42.73,97.26,2020,North America,37.7790262,-122.419906
Mangalore,India,166.08,58.91,75.86,80.14,23.49,7.44,32.14,35.75,66.65,2020,Asia,12.8698101,74.8430082
Auckland,New Zealand,165.38,83.93,54.54,73.43,76.06,12.09,37.96,29.19,99.89,2020,Oceania,-36.852095,174.7631803
Houston,United States,165.28,141.31,36.65,71.11,65.13,2.12,41.42,55.77,85.53,2020,North America,29.7589382,-95.3676974
Vilnius,Lithuania,165.02,62.96,72.35,69.44,44.46,12.1,27.81,23.79,66.59,2020,Europe,54.6870458,25.2829111
Tokyo,Japan,164.53,89.7,77.36,81.12,86.87,13.97,39.79,42.52,85.26,2020,Asia,35.6828387,139.7594549
Halifax,Canada,164.12,80.05,58.68,70.51,72.33,7.61,30.15,22.8,58.99,2020,North America,44.648618,-63.5859487
Indianapolis,United States,163.46,110.02,43.1,69.88,66.34,2.3,29.4,44.58,69.92,2020,North America,39.7683331,-86.1583502
Baltimore,United States,163.37,125.24,26.77,76.44,74.29,2.42,31.78,48.05,81.24,2020,North America,39.2908816,-76.610759
Cologne,Germany,163.06,97.84,58.61,73.56,65.13,10.46,36.93,41.48,84.85,2020,Europe,50.938361,6.959974
Berlin,Germany,162.9,98.66,58.99,69.29,64.76,10.84,33.93,40.91,83.35,2020,Europe,52.5170365,13.3888599
Stockholm,Sweden,162.52,92.18,55.6,67.54,76.09,14.18,37.56,17.74,69.67,2020,Europe,59.3251172,18.0710935
Bursa,Turkey,162.32,44.65,74.12,77.49,35.3,5.4,33.68,43.42,93.39,2020,Asia,40.1827657,29.0677305
Montreal,Canada,162.11,96.64,71.12,64.05,67.37,6.98,39.76,32.36,52.37,2020,North America,45.5031824,-73.5698065
Brno,Czech Republic,160.84,65.52,73.67,74.47,46.01,11.68,25.79,43.3,78.17,2020,Europe,49.1922443,16.6113382
Oslo,Norway,160.74,86.47,63.36,74.85,101.66,11.65,32.51,26.08,59.99,2020,Europe,59.9133301,10.7389701
Doha,Qatar,160.43,107.64,88.52,73.24,63.96,5.94,29.86,61.38,36.03,2020,Asia,25.2856329,51.5264162
Kaunas,Lithuania,160.36,57.01,62.38,73.03,44.6,10.44,24.41,28.08,68.94,2020,Europe,54.8982139,23.9044817
Honolulu,United States,159.86,88.29,56.55,70.71,89.7,9.32,41.45,37.16,95.33,2020,North America,21.2890997,-157.717299
Las Vegas,United States,158.86,127.88,44.91,55.96,67.46,2.75,26.81,50.04,57.4,2020,North America,36.1672559,-115.148516
Zagreb,Croatia,158.51,57.46,77.65,63.08,50.13,12.67,33.21,32.45,82.19,2020,Europe,45.8131847,15.9771774
Prague,Czech Republic,157.46,66.41,75.5,73.46,49.03,17.65,32.5,36.48,80.67,2020,Europe,50.0596288,14.446459273258007
Lyon,France,157.22,83.25,57.46,77.0,73.49,9.67,33.9,46.7,88.51,2020,Europe,45.7578137,4.8320114
Miami,United States,157.18,100.26,47.51,64.37,74.16,4.79,43.29,40.71,85.69,2020,North America,25.7741728,-80.19362
Antwerp,Belgium,156.82,88.7,65.36,80.03,70.98,5.81,36.8,60.77,85.42,2020,Europe,51.2211097,4.3997081
Dubai,United Arab Emirates,156.74,92.69,82.95,66.48,66.81,4.95,39.32,50.81,50.27,2020,Asia,25.2653471,55.2924914
Phoenix,United States,155.66,127.26,48.12,66.53,67.41,2.85,32.17,57.24,53.76,2020,North America,33.4484367,-112.074141
Hamilton,Canada,155.59,103.16,51.19,81.92,64.24,6.3,34.56,51.58,61.06,2020,North America,43.2560802,-79.8728583
Porto,Portugal,154.38,45.61,63.13,75.1,49.77,13.15,29.0,37.57,96.61,2020,Europe,41.1494512,-8.6107884
Limassol,Cyprus,153.24,62.76,69.4,47.89,61.98,8.63,19.19,49.82,95.74,2020,Asia,34.6852901,33.0332657
Madrid,Spain,152.58,73.65,69.76,79.27,58.25,12.98,35.29,53.25,85.47,2020,Europe,40.4167047,-3.7035825
Chicago,United States,152.44,113.52,36.56,68.27,80.18,3.7,41.77,41.98,66.11,2020,North America,41.8755616,-87.6244212
Cluj-Napoca,Romania,152.38,53.79,80.31,64.63,36.44,12.87,29.05,43.33,74.35,2020,Europe,46.769379,23.5899542
Birmingham,United Kingdom,151.9,86.59,42.99,73.36,67.42,7.78,32.95,47.71,87.66,2020,Europe,52.4796992,-1.9026911
Gdansk,Poland,151.55,62.65,72.03,57.78,41.4,12.05,29.61,40.23,75.51,2020,Europe,54.36119285,18.62860883362069
Lisbon,Portugal,150.28,46.27,72.38,71.4,51.87,18.36,36.37,36.17,98.59,2020,Europe,38.7077507,-9.1365919
Bratislava,Slovakia,150.03,63.85,69.78,58.57,48.27,12.87,31.04,41.27,80.72,2020,Europe,48.1516988,17.1093063
Tel Aviv-Yafo,Israel,149.84,74.31,74.55,73.57,86.36,19.65,36.85,46.77,93.88,2020,Asia,32.0852997,34.7818064
Philadelphia,United States,149.58,100.23,39.74,70.47,78.84,3.68,40.0,49.5,77.98,2020,North America,39.9527237,-75.1635262
Timisoara,Romania,149.44,55.77,76.04,69.09,35.55,9.91,24.73,60.07,82.05,2020,Europe,45.7538355,21.2257474
Jeddah (Jiddah),Saudi Arabia,148.44,95.05,69.64,57.13,49.99,2.74,29.65,70.13,66.17,2020,Asia,21.48371595,39.17290852271105
Manchester,United Kingdom,147.28,88.2,46.74,78.16,68.25,8.75,40.72,53.52,86.95,2020,Europe,53.4794892,-2.2451148
Brussels,Belgium,146.45,94.14,50.04,74.29,72.33,6.3,36.43,63.21,83.85,2020,Europe,50.8465573,4.351697
Winnipeg,Canada,146.16,100.67,43.24,69.16,63.69,4.74,31.97,36.78,24.67,2020,North America,49.8955367,-97.1384584
Riga,Latvia,145.14,53.64,61.73,61.17,49.29,9.25,33.87,38.15,74.7,2020,Europe,56.9493977,24.1051846
Poznan,Poland,144.88,59.55,75.8,60.91,40.28,10.83,31.04,54.94,77.41,2020,Europe,52.4006632,16.91973259178088
Riyadh,Saudi Arabia,144.85,90.01,73.14,63.65,48.18,3.59,30.13,66.78,44.45,2020,Asia,24.638916,46.7160104
Toronto,Canada,144.47,77.6,61.63,75.6,78.49,13.91,44.69,37.95,65.35,2020,North America,43.6534817,-79.3839347
Regina,Canada,144.46,95.08,44.51,68.15,68.19,4.97,17.17,41.21,14.28,2020,North America,50.44876,-104.61731
Singapore,Singapore,144.39,88.96,69.43,70.84,81.1,22.31,41.31,33.48,57.45,2020,Asia,1.2899175,103.8519072
Los Angeles,United States,144.24,113.78,54.93,64.85,76.55,7.22,59.45,62.86,95.5,2020,North America,34.0536909,-118.242766
Nizhny Novgorod,Russia,143.82,37.07,70.43,77.99,39.1,11.54,28.9,34.03,45.51,2020,Europe,56.3264816,44.0051395
Sharjah,United Arab Emirates,143.77,84.08,83.35,58.16,52.81,4.93,51.76,49.74,43.35,2020,Asia,25.3575436,55.3882729
Taipei,Taiwan,143.04,67.1,85.8,86.58,64.3,33.1,33.56,49.71,84.38,2020,Asia,25.0375198,121.5636796
Cape Town,South Africa,142.59,68.48,26.95,70.52,44.74,7.81,43.59,37.7,98.19,2020,Africa,-33.928992,18.417396
Izmir,Turkey,142.31,41.05,72.94,71.98,33.31,8.65,38.47,60.68,96.88,2020,Asia,38.4224548,27.1310699
New York,United States,141.93,100.0,55.56,65.05,100.0,10.76,43.01,54.25,79.66,2020,North America,40.7127281,-74.0060152
Bologna,Italy,141.32,60.44,55.72,77.03,70.03,10.49,32.52,55.73,88.12,2020,Europe,44.4938203,11.3426327
Barcelona,Spain,141.12,67.72,55.75,77.49,58.73,12.81,30.52,64.22,95.73,2020,Europe,41.3828939,2.1774322
Nicosia,Cyprus,140.77,55.5,70.11,52.24,62.73,6.97,26.15,59.59,86.01,2020,Asia,35.1748976,33.3638568
Dublin,Ireland,140.68,76.58,50.8,51.11,79.17,9.47,40.26,40.36,85.89,2020,Europe,53.3497645,-6.2602732
Varna,Bulgaria,140.33,47.17,68.98,63.02,36.76,8.31,27.42,61.36,85.08,2020,Europe,43.2073873,27.9166653
Wroclaw,Poland,139.1,60.51,72.86,61.33,41.2,10.81,33.33,60.91,78.39,2020,Europe,51.1263106,16.97819633051261
Minsk,Belarus,137.42,37.84,75.72,61.69,36.2,14.97,30.89,41.51,64.37,2020,Europe,53.9024716,27.5618225
Durban,South Africa,137.28,72.57,19.28,58.08,40.04,3.56,26.48,53.53,95.61,2020,Africa,-29.861825,31.009909
Warsaw,Poland,136.91,63.0,74.51,61.2,44.09,13.73,35.2,58.74,74.61,2020,Europe,52.2319581,21.0067249
Novi Sad,Serbia,136.65,41.27,59.37,47.58,35.52,15.04,16.36,44.72,84.02,2020,Europe,45.2551338,19.8451756
Islamabad,Pakistan,135.76,30.28,71.37,63.88,22.95,13.41,35.66,44.55,76.91,2020,Asia,33.6938118,73.0651511
Curitiba,Brazil,135.61,32.89,36.25,66.0,40.02,14.66,30.29,32.2,99.6,2020,Latin America,-25.4295963,-49.2712724
Pretoria,South Africa,133.42,82.94,18.37,67.3,46.95,2.28,45.5,57.12,95.83,2020,Africa,-25.7459277,28.1879101
Ankara,Turkey,131.65,44.22,59.57,68.04,35.07,6.35,36.63,68.04,91.49,2020,Asia,39.9207886,32.8540482
Iasi,Romania,131.39,48.35,72.69,57.58,36.08,10.25,33.79,61.38,73.04,2020,Europe,47.1615341,27.5836142
San Juan,Puerto Rico,130.73,79.99,30.46,60.97,70.11,4.62,38.71,50.47,71.25,2020,Latin America,18.465299,-66.116666
Seoul,South Korea,130.23,76.81,72.44,81.54,85.5,24.01,41.65,58.13,68.39,2020,Asia,37.5666791,126.9782914
Krakow (Cracow),Poland,130.22,60.85,73.63,61.52,41.28,12.97,31.32,71.11,73.86,2020,Europe,50.047136,19.8896389
Turin,Italy,129.84,67.34,48.02,69.31,66.7,9.56,29.46,69.63,85.66,2020,Europe,45.0677551,7.6824892
Campinas,Brazil,129.75,41.34,32.52,60.59,41.06,10.8,28.52,46.6,98.87,2020,Latin America,-22.90556,-47.06083
Detroit,United States,126.13,78.58,27.38,64.02,63.85,1.7,46.45,52.94,66.03,2020,North America,42.3315509,-83.0466403
Thessaloniki,Greece,125.31,40.48,61.59,56.25,56.26,11.45,27.11,64.51,88.39,2020,Europe,40.6403167,22.9352716
Monterrey,Mexico,125.26,56.33,48.28,63.63,38.74,5.94,31.28,72.3,80.37,2020,Latin America,25.6802019,-100.315258
Pune,India,124.53,63.72,61.99,67.18,27.63,10.73,44.06,72.12,74.32,2020,Asia,18.521428,73.8544541
Sofia,Bulgaria,124.37,55.8,57.82,56.22,39.96,9.19,31.37,68.71,76.01,2020,Europe,42.6978634,23.3221789
Chiang Mai,Thailand,124.09,33.9,77.76,84.45,46.64,17.68,27.4,77.09,75.93,2020,Asia,18.7882778,98.9858802
Johannesburg,South Africa,123.81,72.71,19.31,61.09,45.6,3.54,40.75,62.02,91.38,2020,Africa,-26.205,28.049722
Montevideo,Uruguay,123.59,40.38,43.08,66.42,51.63,15.25,40.11,49.33,98.04,2020,Latin America,-34.9058916,-56.1913095
Athens,Greece,122.98,45.51,51.37,55.63,57.21,11.59,37.9,57.95,95.18,2020,Europe,37.9839412,23.7283052
Coimbatore,India,122.61,45.16,63.49,70.47,24.22,12.61,49.76,62.25,78.1,2020,Asia,11.0018115,76.9628425
Budapest,Hungary,121.8,52.11,63.66,46.9,43.4,15.95,38.74,54.18,78.41,2020,Europe,47.4979937,19.0403594
Hyderabad,India,120.31,57.9,58.55,68.2,25.32,8.6,43.7,76.41,73.54,2020,Asia,17.360589,78.4740613
Milan,Italy,119.96,57.5,57.44,70.8,76.77,18.76,36.78,66.94,88.12,2020,Europe,45.4641943,9.1896346
Quito,Ecuador,119.55,39.03,44.72,69.77,43.85,11.08,40.64,65.31,98.97,2020,Latin America,-0.2201641,-78.5123274
London,United Kingdom,119.54,78.16,47.52,68.52,81.3,21.21,45.27,60.51,88.25,2020,Europe,51.5073219,-0.1276474
Lviv,Ukraine,119.28,32.25,57.53,58.65,32.6,13.12,33.83,53.63,69.61,2020,Europe,49.841952,24.0315921
Bucharest,Romania,118.56,52.76,72.6,54.34,39.23,10.9,42.08,74.88,75.61,2020,Europe,44.4361414,26.1027202
Yerevan,Armenia,118.26,28.3,78.01,52.87,33.04,17.73,31.11,56.65,63.42,2020,Asia,40.1776245,44.5126174
Guadalajara,Mexico,117.43,44.3,37.66,77.53,36.15,9.72,41.55,70.45,92.83,2020,Latin America,20.6720375,-103.338396
Medellin,Colombia,117.13,29.9,48.66,77.28,30.19,17.9,38.29,64.89,99.76,2020,Latin America,6.2443382,-75.573553
Paris,France,116.89,71.17,48.24,77.14,85.16,22.02,42.58,66.29,88.39,2020,Europe,48.8588897,2.3200410217200766
Ahmedabad,India,115.09,38.52,68.24,71.9,25.58,9.65,38.31,72.39,49.27,2020,Asia,23.0216238,72.5797068
Bangalore,India,114.89,68.14,51.32,66.79,27.22,9.73,53.3,83.15,89.39,2020,Asia,12.9767936,77.590082
Gurgaon,India,114.61,91.58,43.32,67.48,30.28,7.04,38.83,91.72,59.87,2020,Asia,28.42826235,77.00270014657752
Rome,Italy,113.78,58.91,48.12,59.2,70.38,15.95,42.95,66.44,93.7,2020,Europe,41.8933203,12.4829321
Tbilisi,Georgia,112.68,26.69,79.51,52.16,28.27,14.69,38.36,74.99,84.2,2020,Asia,41.6934591,44.8014495
Santiago,Chile,112.37,43.04,49.06,66.38,45.17,15.69,37.04,70.91,90.21,2020,Latin America,-33.4377756,-70.6504502
Istanbul,Turkey,112.1,38.23,52.52,68.15,38.01,11.28,52.22,69.79,93.02,2020,Asia,41.0091982,28.9662187
San Jose,Costa Rica,111.98,39.08,43.73,63.15,58.48,9.44,65.58,53.8,99.48,2020,Latin America,9.9325427,-84.0795782
Amman,Jordan,111.22,32.73,61.42,64.99,56.7,9.37,43.92,76.89,89.05,2020,Asia,31.9515694,35.9239625
Sarajevo,Bosnia And Herzegovina,111.07,42.48,51.08,52.92,38.63,13.81,28.68,70.01,78.18,2020,Europe,43.8519774,18.3866868
Buenos Aires,Argentina,110.51,46.67,38.69,69.04,34.58,26.09,47.46,51.9,98.28,2020,Latin America,-34.6075682,-58.4370894
Porto Alegre,Brazil,110.36,34.27,23.46,62.2,39.49,15.21,32.26,56.38,98.74,2020,Latin America,-30.0324999,-51.2303767
Belgrade,Serbia,109.27,35.96,62.62,52.94,39.05,22.0,35.68,62.85,84.14,2020,Europe,44.8178131,20.4568974
Kharkiv,Ukraine,108.44,31.45,52.34,46.01,33.33,11.21,38.16,55.32,65.35,2020,Europe,49.9923181,36.2310146
Panama City,Panama,108.25,35.25,52.85,57.83,57.2,11.97,34.98,64.26,67.84,2020,Latin America,30.1600827,-85.6545729
Guatemala City,Guatemala,107.71,40.18,37.39,63.63,44.26,9.89,50.11,69.66,99.89,2020,Latin America,14.6222328,-90.5185188
Kuwait City,Kuwait,107.63,73.68,67.44,55.75,52.12,14.56,32.94,72.53,20.22,2020,Asia,29.3797091,47.9735629
Saint Petersburg,Russia,107.08,45.39,60.64,59.13,41.71,15.38,47.91,62.63,60.64,2020,Europe,59.938732,30.316229
Kuala Lumpur,Malaysia,107.03,67.27,34.42,65.04,42.47,11.16,42.23,68.15,56.55,2020,Asia,3.1516964,101.6942371
Kiev (Kyiv),Ukraine,106.9,40.15,52.83,55.16,36.16,11.88,43.04,65.91,69.95,2020,Europe,50.4485578,30.52716228586082
Chennai,India,106.57,53.06,59.85,71.62,25.32,14.37,47.45,75.53,53.22,2020,Asia,13.0836939,80.270186
Odessa (Odesa),Ukraine,106.48,32.33,47.11,51.78,35.09,12.16,35.67,65.32,79.0,2020,Europe,46.48590215,30.68363780440557
Lahore,Pakistan,106.45,28.44,62.57,64.54,23.42,11.42,35.44,79.6,67.56,2020,Asia,31.5656822,74.3141829
Skopje,North Macedonia,104.21,38.4,55.27,56.17,34.54,13.37,28.6,83.36,76.3,2020,Europe,41.9960924,21.4316495
Moscow,Russia,102.48,52.28,59.46,61.08,47.65,20.23,52.63,59.84,55.83,2020,Europe,55.7504461,37.6174943
Baku,Azerbaijan,101.26,29.84,69.85,43.02,31.31,16.62,40.27,80.09,91.4,2020,Asia,40.3754434,49.8326748
Beirut,Lebanon,100.32,40.99,55.83,66.53,62.83,14.67,38.33,93.11,94.74,2020,Asia,33.88922645,35.50255852895232
Hong Kong,Hong Kong,99.05,65.32,79.3,66.08,77.22,47.46,41.46,67.69,83.64,2020,Asia,22.2793278,114.1628131
Dnipro,Ukraine,97.86,35.53,48.59,50.94,32.7,10.15,31.72,82.38,69.52,2020,Europe,48.4680221,35.0417711
Noida,India,97.59,66.87,39.58,65.3,27.63,6.8,46.38,92.92,58.9,2020,Asia,28.5707841,77.3271074
Belo Horizonte,Brazil,95.95,23.54,34.46,61.22,38.07,26.28,44.3,53.66,98.5,2020,Latin America,-19.9227318,-43.9450948
Hanoi,Vietnam,91.59,28.99,61.75,54.1,39.88,19.24,29.59,91.27,79.04,2020,Asia,21.0294498,105.8544441
Kolkata,India,90.84,45.38,52.78,58.05,24.37,12.14,60.11,78.88,60.9,2020,Asia,22.5414185,88.35769124388872
Mexico City,Mexico,89.41,42.91,31.55,64.64,38.55,15.07,51.09,83.57,92.37,2020,Latin America,19.4326296,-99.1331785
